Name,ACTR2,ABCF3,RBX1,ARMC1,XIAP,RFTN1,GNL3,NUP50,DHX9,SGTA,ZADH2,COX7A2,CRAT,SMARCE1,STAT3,ERAP1,EHD4,FHL3,THBS2,PDHA1,ENSA,ANXA2,EML3,PSMD13,ARIH1,DNM1,ECI2,CDV3,CDK9,TOM1,ARHGEF6,EIF3I,SETD3,DDX60,APOA4,ABI1,VDAC2,ACTR3,UBXN7,PLIN2,PCBP1,NELFE,AMPD3,RMDN3,PEF1,ELOB,LDHD,CTBP1,TOMM6,JCHAIN,PRPF40A,NECTIN2,CLPTM1L,RPE,TLDC1,SPRYD4,PHB2,ICAM3,UBA3,EIF2D,ARL6IP4,PRDX3,SPON1,TMEM30A,PDS5B,TJP1,B4GALT1,WTAP,PRMT5,NUDT16L1,STX3,SLC39A11,DNAAF5,ACADVL,ACADSB,RACK1,FAM120A,CEACAM1,MIA2,ANG,MLYCD,CHMP2A,CMBL,CFHR5,CASP6,BOD1L1,RPRD2,NT5C,DOCK7,RUFY1,CHID1,ABCB1,PUF60,PSMD1,PGAM5,HDHD5,GALNT3,LACTB,IDH1,RCC1L
11CO051,0.147,0.1281,-0.063,-0.392,-0.1155,-0.0052,0.433,0.2972,0.2843,-0.43700000000000006,-0.5429999999999999,-0.685,-0.6209,0.396,0.341,0.03,-0.2828,0.579,0.8969,-0.20800000000000002,-0.452,-0.3059,-0.0008,0.1668,0.222,-0.1108,-0.4314,0.4372,0.731,-0.0163,0.091,0.446,0.063,0.0968,-1.446,0.0756,-0.028999999999999998,0.223,0.3451,0.4259,0.2838,0.073,0.467,-0.3622,-0.2339,0.0161,-0.841,-0.1104,-0.575,-1.8630000000000002,0.3451,-0.4957,0.2004,0.035,-0.044000000000000004,-0.3276,0.2021,0.8140000000000001,-0.1689,0.087,-0.583,0.10800000000000001,-0.41600000000000004,-0.1157,-0.036000000000000004,-0.1188,0.6677,-0.098,0.08199999999999999,-0.48100000000000004,-0.1534,0.1134,-0.451,-0.502,-0.1993,0.36200000000000004,-0.1131,-0.652,0.1088,-0.586,-0.1201,-0.742,-0.99,-0.171,-0.4662,0.2892,-0.1295,-0.462,-0.0153,0.0543,-0.3262,-0.575,0.292,0.0293,0.665,-0.0417,-0.187,0.2019,-0.4328,-0.4464
11CO052,0.1707,-0.0208,0.4539,-0.2143,0.47,-0.268,0.1557,0.1533,0.1972,0.777,-0.951,-0.855,-0.33799999999999997,0.355,-0.0689,0.0075,-0.1194,1.465,1.824,-0.813,-0.33899999999999997,0.17,-0.298,0.1714,0.3362,0.1964,-1.285,-0.373,1.2002,0.205,0.024,0.447,0.0089,-0.0499,-1.415,-0.0652,0.071,0.05,0.48200000000000004,0.9670000000000001,0.0292,0.040999999999999995,0.39799999999999996,0.1866,0.1744,0.285,-1.359,-0.0153,0.1315,-1.083,-0.044000000000000004,0.139,0.3138,-0.0564,0.1273,-0.597,0.03,0.235,-0.3619,-0.0586,-0.0347,-0.4556,-0.6578,0.0522,-0.1418,-0.094,0.2176,0.985,0.0804,-0.948,0.1858,0.3249,-0.10800000000000001,-0.6409999999999999,-0.478,0.1729,-0.031,-0.35100000000000003,0.293,-0.067,-0.6859999999999999,-0.2988,-1.9180000000000001,-0.526,-0.4485,0.106,-0.1175,-0.36700000000000005,0.1034,-0.0851,-0.44799999999999995,-0.183,0.262,0.335,0.6459999999999999,-0.205,0.196,0.263,-0.212,0.11599999999999999
11CO053,-0.1559,0.3151,0.2096,-0.14400000000000002,-0.0986,0.5760000000000001,1.3559999999999999,0.3727,0.45299999999999996,-0.083,-0.6634,-0.4333,-0.435,0.413,-0.302,-0.32799999999999996,-0.515,0.09,0.597,0.142,-0.1876,-0.145,0.1805,0.18899999999999997,-0.0416,0.2155,-0.897,0.545,-0.065,-0.2125,-0.0525,0.41600000000000004,-0.2059,-0.3424,-1.145,-0.043,0.1211,0.0647,0.758,0.301,0.1268,1.078,-0.33299999999999996,0.3781,-0.653,0.3216,-1.81,0.282,-0.4193,-2.041,0.5544,-0.0894,0.11900000000000001,-0.599,0.0776,-0.0788,0.3621,-0.138,0.012,-0.0918,0.027000000000000003,0.2306,-1.028,-0.867,0.565,-0.45899999999999996,0.8240000000000001,0.3753,0.40399999999999997,-0.647,0.225,0.532,0.5539999999999999,-0.6629999999999999,-0.2141,0.426,-0.1274,-0.636,0.16399999999999998,-0.648,-0.24100000000000002,-0.569,-1.215,-0.4943,0.4482,0.4247,0.0957,-0.747,-0.01,0.1469,0.0232,-0.2558,0.825,0.1776,0.7290000000000001,0.2815,-0.4633,0.294,-0.195,-0.012
11CO054,0.4525,0.1693,-0.1472,-0.589,0.12,0.08199999999999999,1.071,0.525,0.604,-0.1159,-0.1995,0.1888,-0.0741,0.387,-0.0563,-0.2169,-0.0404,0.094,1.956,-0.069,-0.5541,-0.174,0.7218,0.18100000000000002,-0.1802,-0.0678,-0.6886,-0.5362,0.368,0.0205,0.622,0.2665,-0.359,-0.2314,-0.705,-0.22699999999999998,0.0692,0.2256,0.49700000000000005,0.9803,0.366,0.547,0.875,0.815,-0.2105,-0.292,-0.737,0.322,0.899,-2.005,0.56,-0.507,0.4894,0.52,0.419,-0.1533,-0.1055,0.978,-0.1808,-0.2925,0.091,0.354,-1.518,0.0817,0.612,-0.327,-0.316,0.47200000000000003,-0.2408,-0.309,0.2469,0.0995,-0.1706,-0.7120000000000001,0.037000000000000005,0.0204,-0.0546,0.0189,-0.0543,-0.48,-0.196,-0.593,-1.535,0.126,-1.0959999999999999,0.449,-0.1675,-0.769,0.0321,0.1506,-0.3252,-0.4244,0.47700000000000004,0.3,1.041,0.31,-0.56,-0.0529,-0.86,-0.9112
11CO057,0.0981,0.11199999999999999,0.365,0.5920000000000001,0.018000000000000002,0.2192,1.4980000000000002,-0.0332,0.489,0.2272,-0.53,0.075,-0.18899999999999997,0.3191,-0.3212,-0.963,-0.5539999999999999,0.865,4.26,0.4376,-0.914,0.115,-0.2566,0.469,-0.0042,0.09,-0.55,-0.589,0.5879,0.1918,-0.3614,0.2052,-0.185,-0.862,-1.168,-0.2569,0.8058,-0.1252,0.1975,1.355,0.0572,0.1634,0.3213,-0.365,0.1458,0.2956,-0.71,0.4445,0.591,-2.313,0.541,-0.1649,-0.2883,-0.105,-0.41200000000000003,0.4377,0.7959999999999999,-0.5244,0.35600000000000004,-0.1609,0.231,0.131,-1.245,0.1377,0.32299999999999995,-0.37799999999999995,0.155,0.597,0.397,0.142,0.3408,-0.0298,-0.057,0.248,0.883,0.424,-0.048,0.2061,-0.2305,-0.044000000000000004,0.11199999999999999,-0.067,-2.76,-0.163,-0.1987,-0.2399,0.33299999999999996,-0.9333,0.308,-0.0255,0.302,-1.962,0.439,0.1799,1.23,0.6063,-0.475,0.5465,-0.608,0.3356
11CO058,0.3204,0.374,0.10300000000000001,-0.392,-0.0507,0.28300000000000003,0.6646,0.129,0.2074,0.1994,-0.509,-0.83,-0.43,-0.20600000000000002,-0.0964,-0.0798,-0.166,0.6179,-1.023,-0.1601,-0.451,-0.1441,-0.27899999999999997,0.1764,-0.3848,0.122,-0.958,0.127,0.2668,0.0283,0.341,0.365,-0.1771,-0.604,-0.7040000000000001,-0.1345,0.1033,0.2856,0.0293,0.371,0.303,0.2021,-0.124,-0.1758,-0.1651,0.457,-0.963,0.2153,-0.45299999999999996,-1.6030000000000002,0.355,0.07400000000000001,0.015,-0.1075,0.532,-0.281,-0.478,-0.9144,0.038,-0.2467,0.0396,-0.124,-0.01,-0.012,-0.0691,0.0444,0.726,-0.0355,-0.0943,-0.2409,0.2103,-0.376,0.1932,-0.363,-0.281,0.35200000000000004,-0.0535,-0.6833,-0.0838,-0.3771,-0.43700000000000006,-0.848,-0.8079999999999999,-0.1874,0.047,-0.2458,-0.0653,-0.485,0.0372,0.4377,-0.3746,-0.037000000000000005,0.245,0.1046,0.535,-0.2772,0.445,-0.35100000000000003,-0.066,0.528
11CO061,0.1536,0.23199999999999998,-0.0716,0.2497,0.1674,0.0652,0.5171,0.316,0.168,0.0135,-0.66,-0.882,-0.3065,-0.1226,0.1425,-0.0865,-0.2337,0.7879999999999999,1.96,-0.6759999999999999,0.7929999999999999,0.2943,0.133,0.107,-0.677,-0.0455,-0.4355,0.22,0.61,0.3476,0.223,0.0529,0.3175,0.40700000000000003,-1.047,0.2258,-0.0879,-0.0164,0.22399999999999998,0.9243,0.0498,-0.307,0.295,1.0070000000000001,-0.14300000000000002,0.085,-0.815,0.0863,0.386,-1.335,0.127,-0.223,0.7190000000000001,0.2621,-0.126,-0.1557,-0.2705,-0.385,-0.2233,0.057,0.8370000000000001,-0.462,-0.675,0.33299999999999996,-0.3596,-0.33,0.3495,0.509,0.337,0.0159,0.377,0.245,0.4269,-0.4026,-0.441,0.42100000000000004,0.1094,-0.735,0.0756,-0.2142,-0.3306,-0.7,-0.28,0.35100000000000003,-0.265,0.1398,0.0738,-0.5536,0.2399,0.389,0.0712,-0.521,0.1062,0.0209,0.457,0.1101,-0.10099999999999999,0.1017,-0.098,-0.1
11CO062,0.2822,0.0307,0.1365,-0.7070000000000001,0.1069,0.2689,0.0922,0.622,0.4482,-0.1564,-0.0383,1.268,-0.645,0.727,-0.6327,0.284,-0.009000000000000001,0.217,2.454,-0.5095,-0.006,0.2708,0.1474,-0.121,0.21,0.027000000000000003,-0.0669,-0.16399999999999998,0.0784,0.315,0.156,-0.094,-0.1433,-0.512,-0.3613,-0.42200000000000004,0.08,0.1882,0.242,0.32799999999999996,0.141,-0.2114,0.821,0.09300000000000001,-0.031,-0.057999999999999996,-0.1009,-0.261,-0.465,-1.6769999999999998,0.17600000000000002,-0.2132,0.1771,-0.115,-0.10300000000000001,-0.223,0.4589,0.5827,-0.456,-0.254,0.345,-0.364,-0.155,0.301,-0.0153,-0.5331,0.2745,-0.446,0.265,-0.2205,0.28,0.2418,-0.401,-0.664,0.619,0.5292,0.0914,0.08199999999999999,0.366,-0.4182,-0.235,-0.035,-0.071,-0.495,0.039,0.58,-0.091,-0.5546,-0.17800000000000002,0.0988,0.1091,-0.7090000000000001,-0.2183,0.0804,0.078,-0.0917,0.767,0.2884,0.5770000000000001,0.2499
11CO070,0.3112,0.6259,0.0844,-0.2209,-1.025,1.05,1.057,0.2174,0.4548,-0.132,-0.3786,0.055,-0.4176,0.467,-0.086,0.079,0.10300000000000001,0.8270000000000001,4.81,-0.9740000000000001,-0.2842,0.6188,-0.405,0.19699999999999998,0.052000000000000005,0.0436,-0.589,0.2279,0.4017,0.265,-0.127,0.2679,0.40700000000000003,-0.47100000000000003,-1.1,-0.2067,-0.038,0.233,-0.1423,2.326,-0.043,0.049,0.19,0.662,-0.855,-0.385,-1.7719999999999998,0.0108,0.484,-1.666,0.4761,0.2675,0.7211,-0.609,0.237,-0.45899999999999996,0.2835,0.2383,-0.818,-0.3665,-2.256,-0.26899999999999996,0.156,-0.2889,-0.26,-0.6278,-0.272,0.511,0.239,-0.124,0.006999999999999999,-0.9159,-0.031,-0.1926,-0.4715,0.831,-0.0255,-0.606,0.2453,0.0153,0.018000000000000002,-0.524,-0.855,-0.174,0.573,0.586,-0.086,-0.784,-0.239,0.36200000000000004,0.2916,-0.304,0.4359,0.024,0.755,0.7717,0.196,1.084,0.442,0.1157
11CO072,0.1493,0.551,-0.3035,-0.3448,-0.268,-0.049,0.8190000000000001,-0.212,0.738,0.2034,-0.9279999999999999,-0.012,0.3059,0.115,-0.0326,0.6809999999999999,-0.297,-1.0759999999999998,2.0180000000000002,0.29100000000000004,-0.725,0.546,0.1125,0.644,-0.237,0.1357,-1.52,-0.941,0.693,0.335,-0.2676,0.2422,-0.326,0.6829999999999999,-0.763,-0.2731,-0.28300000000000003,0.2648,0.491,1.69,0.1194,0.501,0.305,0.4,-0.899,-0.397,-1.2890000000000001,-0.1874,0.191,-2.6010000000000004,0.752,0.3155,-0.687,-0.135,0.539,-0.6478,0.563,0.337,0.076,-0.369,-0.475,-0.905,-1.534,0.3473,0.43200000000000005,-0.887,0.88,0.036000000000000004,-0.331,0.3731,0.919,0.2317,0.016,-0.78,-0.9787,0.6084,0.1165,0.5244,-0.289,-0.131,0.4508,-0.6621,-1.2766,-0.9109999999999999,0.29,0.449,0.036000000000000004,-0.897,0.1937,0.6759999999999999,0.363,-0.602,0.542,0.46799999999999997,0.862,-0.028999999999999998,0.6579999999999999,0.716,-0.301,0.2543
11CO077,0.006999999999999999,0.0851,0.1965,-0.158,0.047,-0.141,0.9990000000000001,0.2955,0.365,0.1879,-0.3697,-0.33799999999999997,-0.28300000000000003,-0.038,-0.2155,-0.4062,-0.32899999999999996,1.347,1.6680000000000001,-0.006,0.0626,0.35,-0.0165,0.0746,-0.0929,-0.2332,-1.24,0.0046,0.423,0.1005,-0.475,0.29600000000000004,-0.377,-0.2402,-1.44,0.0749,0.005,-0.1049,0.348,-0.053,0.1259,0.27399999999999997,-0.24100000000000002,0.424,0.0171,0.3013,-1.168,0.2705,0.828,-3.51,0.3249,-0.0426,0.29,0.047,0.2531,-0.504,-0.2615,-0.2014,0.1932,0.0321,0.433,-0.0883,-1.4769999999999999,-0.522,0.27699999999999997,0.309,0.386,0.13,-0.2738,-0.2878,0.11800000000000001,0.371,0.3506,-0.622,-0.6021,0.1592,-0.1149,0.0442,-0.11699999999999999,-0.3595,-0.332,-0.2636,-1.425,-0.429,-0.5753,0.0325,-0.085,-0.669,-0.0126,0.121,-0.5489999999999999,-0.3579,0.28300000000000003,0.22699999999999998,0.304,0.2015,-0.0522,-0.287,-0.515,0.19399999999999998
11CO079,0.3442,0.1656,-0.0654,-0.369,0.0786,0.091,0.5687,0.068,0.493,-0.2713,-0.905,-0.728,-0.031,0.4111,0.1075,0.028999999999999998,-0.2733,0.2073,2.88,0.24100000000000002,-0.578,-0.611,0.1603,0.462,-0.6065,-0.413,-0.772,-0.3563,-0.1878,-0.2037,-0.1,-0.1201,-0.0143,0.006999999999999999,-0.612,-0.015,-0.818,0.20800000000000002,0.2376,0.331,0.1599,0.648,0.5489999999999999,-0.2759,-0.059000000000000004,-0.004,-0.8802,-1.063,-0.0039,-1.3619999999999999,0.4345,0.1403,0.0423,-0.0694,0.693,0.002,-0.636,0.0307,0.2038,-0.0982,-0.2748,-0.5267,-1.524,-0.157,0.446,-0.3036,0.39899999999999997,0.503,-0.2721,0.11599999999999999,1.2930000000000001,-0.4226,0.769,-0.5747,-1.112,0.2442,-0.0132,0.07200000000000001,-0.494,-0.797,0.0804,-0.575,-0.941,0.003,0.0389,-0.2515,0.1863,-0.8590000000000001,-0.0086,0.353,-0.43200000000000005,1.2329999999999999,0.2807,0.1294,0.58,-0.05,-0.055,-0.48,-0.0914,0.442
14CO005,0.015,0.365,-0.3393,-0.54,0.39,0.341,1.092,0.5128,0.376,0.151,-0.8740000000000001,-0.251,-0.6920000000000001,0.225,-0.489,-0.09699999999999999,-0.5431,-0.349,2.674,-0.0773,-1.0659999999999998,-0.192,-0.002,0.0295,-0.5551,-0.1733,-0.6679999999999999,-0.2936,-0.0079,0.0193,-0.4514,0.32799999999999996,-0.0685,-0.18899999999999997,-1.94,-0.2156,0.4827,-0.06,0.2666,1.016,0.233,0.3688,0.332,-0.312,-0.596,-0.1576,-0.467,0.1822,-0.654,-2.031,0.2136,-0.1316,0.278,0.0022,0.2847,0.1631,0.1257,0.32299999999999995,-0.435,0.1136,0.5157,-0.433,-1.581,-0.4852,0.3008,-0.3254,1.182,-0.0771,0.3638,-1.06,0.945,1.3719999999999999,-0.1286,-0.542,0.057,0.56,0.285,1.235,0.1749,-0.625,0.1093,-0.0869,-0.8759999999999999,-0.968,0.16699999999999998,0.2198,-0.0425,-0.127,0.1036,-0.0052,-0.4952,-0.6114,0.569,0.2764,0.5708,0.574,1.905,0.262,-0.568,0.763
15CO001,0.0473,0.0403,0.2166,-0.01,-0.0019,-0.578,1.127,0.28300000000000003,0.606,-0.389,-0.163,0.001,0.1332,0.6759999999999999,-0.0976,-0.693,-0.674,-0.589,-0.15,-0.2698,-0.4215,-0.423,-0.45,0.1756,-0.2334,0.2969,0.573,0.005,0.2731,-0.001,-1.013,0.3973,-0.1733,-0.958,-1.358,0.6755,-0.0278,0.2083,-0.085,-0.047,0.475,1.249,-0.047,0.027000000000000003,0.345,0.1701,-1.581,-0.249,-0.524,-1.0170000000000001,0.843,0.562,-0.276,-0.498,0.48100000000000004,0.259,0.769,-0.8059999999999999,-0.1855,0.331,0.546,0.40399999999999997,-1.433,0.2962,0.5112,-0.201,-0.095,0.626,0.6412,-0.23199999999999998,-1.0193,0.068,-0.5243,0.319,-0.1405,0.55,0.3814,-1.555,0.414,-0.9359999999999999,0.0616,-0.2697,-0.142,-1.0837,0.2118,0.452,-0.142,0.004,-0.3243,-0.1858,-0.2087,-2.229,0.648,0.324,0.52,0.584,1.2329999999999999,0.45899999999999996,0.6543,0.2144
15CO002,0.2355,0.1124,-0.0623,-0.3211,-0.20199999999999999,0.391,1.002,0.602,0.6409999999999999,-0.0042,-0.5651,0.24,-0.449,0.922,-0.41600000000000004,-0.003,-0.2084,-0.3997,0.02,-0.019,-0.11699999999999999,-0.551,-0.6088,0.0229,-0.1204,0.1107,-0.349,-0.0692,0.42100000000000004,0.1075,-0.2218,0.456,-0.2807,-0.29,-2.4130000000000003,0.008,-0.1495,0.1358,0.065,0.6638,0.45799999999999996,0.619,0.006999999999999999,0.0102,-0.883,-0.1168,-0.491,0.0053,0.5403,-1.3940000000000001,0.8390000000000001,0.004,-0.0316,-0.2093,0.48700000000000004,-0.057999999999999996,0.087,0.5275,-0.163,-0.3317,0.3048,-0.009000000000000001,-0.7959999999999999,-0.2772,0.5529999999999999,-0.4143,0.431,0.6415,-0.079,0.10300000000000001,0.526,0.017,-0.0571,-0.3789,-0.065,0.644,-0.0647,-0.4742,-0.0048,-1.287,-0.3346,0.018000000000000002,-1.0433,-0.966,0.012,0.5770000000000001,0.344,-0.545,-0.23399999999999999,-0.015,-0.0047,-0.7549,0.623,0.26,0.486,0.35200000000000004,0.792,0.025,0.0143,0.344
16CO002,-0.11900000000000001,-0.3662,0.006,0.2892,0.3438,-0.6709999999999999,-0.3188,0.145,0.8370000000000001,0.1605,0.325,-0.26,2.6223,0.327,-0.753,-0.7231,1.209,-0.866,0.267,0.4357,0.9329999999999999,-0.057,0.29600000000000004,0.2132,-0.332,0.163,-0.638,0.3729,0.1605,0.204,-1.0659999999999998,-0.3595,-0.0954,-0.7609999999999999,-0.3769,-0.2222,0.268,-0.506,0.452,0.23,0.2804,-0.4032,-0.802,0.578,0.08900000000000001,0.004,-0.48100000000000004,1.1420000000000001,0.2849,-2.767,0.773,0.2679,-0.49200000000000005,0.126,1.175,0.637,0.382,-1.771,0.1299,0.1839,-0.303,0.878,-2.58,0.863,0.109,-0.037000000000000005,-0.18899999999999997,-0.6284,0.4207,0.042,3.26,-0.06,-0.635,0.42,1.3866,0.5479999999999999,-0.0985,1.8453,0.1685,-0.105,0.4433,0.023,-1.577,-1.146,1.101,-0.171,0.747,-0.171,-0.68,0.3556,0.755,-0.337,0.201,-0.040999999999999995,-0.43200000000000005,0.922,0.467,0.317,1.3419999999999999,0.17300000000000001
16CO003,0.1499,0.033,0.098,-0.2337,-0.131,0.4048,0.541,0.069,0.052000000000000005,-0.1225,-0.8059999999999999,-0.691,-0.2706,0.5538,-0.0844,0.053,-0.2199,0.5037,1.178,-0.003,-0.6929,-0.13,-0.1507,0.1197,-0.292,0.1685,-0.9555,-0.13699999999999998,-0.289,0.643,-0.162,-0.1082,-0.38799999999999996,0.603,-0.903,-0.3001,0.0212,0.1221,0.556,0.7825,-0.22899999999999998,0.7702,0.622,0.1234,-0.2778,0.245,-1.472,-0.015,-0.26,-1.702,0.3247,-0.519,-0.1087,-0.33,0.934,0.138,0.515,0.077,-0.10400000000000001,-0.298,0.7002,-0.04,-1.008,-0.079,0.188,-0.4096,0.647,0.035,-0.2117,-0.37,0.207,-0.0691,0.45,-0.434,0.3003,0.031,-0.0923,-0.45,-0.317,0.1694,-0.069,-0.07200000000000001,-0.762,-0.111,0.2588,-0.0695,0.037000000000000005,-0.6233,0.0199,-0.132,-0.3117,-0.8109999999999999,0.37799999999999995,0.0522,0.9324,0.0236,-0.6082,0.1355,-0.0771,0.0119
16CO006,0.2163,-0.302,-0.2625,-0.1778,-0.129,0.2328,1.021,0.2019,0.358,0.475,-0.529,-1.565,-0.701,0.7659999999999999,-0.716,-0.3406,-0.175,0.946,2.73,-0.1615,-0.40399999999999997,-0.2099,-0.172,-0.0442,0.3454,-0.2027,-0.812,0.616,0.375,0.2053,0.047,-0.175,0.2264,-0.447,-1.238,-0.0958,0.1845,0.2568,0.14400000000000002,0.625,0.1136,0.4053,0.586,0.46799999999999997,-0.3567,0.1588,-1.619,-0.11599999999999999,0.396,-2.45,0.614,0.0442,-0.1521,0.3448,-0.4849,-0.278,0.33899999999999997,0.546,0.1249,-0.2563,-0.13699999999999998,-0.222,-0.935,0.0352,0.2703,0.048,0.3589,0.18100000000000002,0.132,-0.53,0.46,-0.408,-0.361,-0.6940000000000001,-0.3937,0.2466,-0.1954,-0.3099,0.1085,-0.319,-0.486,-0.4342,-2.036,-0.292,-0.408,-0.053,-0.0505,-0.615,-0.1278,-0.16399999999999998,-0.355,0.33899999999999997,0.327,-0.096,0.639,-0.017,-0.496,0.287,-0.5567,-0.0225
16CO011,0.1654,0.2931,-0.1498,-0.1921,-0.3218,-0.504,1.364,0.268,0.922,0.063,-1.534,-0.0636,1.374,0.971,-0.19,0.9065,-0.5832,-0.599,0.51,-0.13,-0.6614,-0.01,-0.7909999999999999,0.509,-0.4924,-0.099,-1.51,-0.9570000000000001,0.6194,-0.08900000000000001,-0.4197,0.1652,-0.132,-0.753,-1.5659999999999998,0.1203,0.337,0.0685,-0.1274,0.9520000000000001,0.35100000000000003,0.836,0.2524,0.094,0.303,-1.128,-0.743,0.535,0.134,-3.49,1.39,0.1528,-0.1695,-1.0490000000000002,0.8187,-0.754,0.3921,0.052000000000000005,0.196,-0.525,0.162,-0.287,-1.196,-0.669,1.1,-0.615,1.369,0.9890000000000001,0.29,0.1337,0.4926,-0.024,1.1059999999999999,-0.03,-0.213,0.885,0.0734,-0.9940000000000001,-0.10099999999999999,-0.934,-0.193,0.591,-1.508,-0.43700000000000006,0.4443,0.638,0.573,-0.5676,-0.122,0.6795,0.8109999999999999,0.3839,0.856,0.344,1.6980000000000002,-0.2725,0.836,0.0386,-0.752,0.613
20CO001,0.498,0.4195,-0.1395,-0.067,-0.5225,0.012,0.765,0.2673,0.10300000000000001,-0.0351,-0.8390000000000001,-0.21100000000000002,-0.623,0.3008,0.3506,-0.2235,-0.1422,1.1603,1.318,-0.1011,-0.8190000000000001,-0.6163,0.2448,0.43799999999999994,0.474,-0.311,-0.091,0.341,-0.034,-0.305,0.01,-0.0977,-0.0122,-0.235,-1.1752,0.1155,0.615,0.551,-0.0944,-0.091,0.531,-0.1663,0.43700000000000006,-0.004,-1.624,0.308,-0.746,-0.1855,1.005,-1.321,0.0748,0.6394,-0.1614,-0.1831,-0.043,-0.3408,-0.2095,0.536,0.1046,-0.0401,-0.8109999999999999,-0.38799999999999996,-0.237,-0.467,0.0785,-0.079,-0.7290000000000001,-0.897,0.034,0.3839,-0.6339,-0.3358,-0.215,-0.133,-0.4829,0.23,0.156,-0.37,0.3461,-0.39899999999999997,0.24100000000000002,-0.085,-1.2179,0.217,0.086,0.2537,0.4875,-0.9309999999999999,0.2487,0.1678,-0.32,-0.772,-0.027999999999999997,-0.054000000000000006,0.2062,-0.8270000000000001,0.745,-0.7392,-0.536,0.09300000000000001
20CO003,0.3508,-0.1389,-0.37799999999999995,0.091,0.3722,0.1039,0.2499,0.2342,0.0709,-0.1565,-0.7659999999999999,-1.489,-0.5760000000000001,0.3755,0.3684,-0.155,-0.3985,1.8980000000000001,0.8690000000000001,-0.1069,0.1327,-0.618,0.094,-0.396,1.0490000000000002,-0.0206,-0.825,0.467,-0.2223,0.11599999999999999,0.01,-0.3002,0.1512,0.07400000000000001,-0.9351,0.1227,-0.1872,0.2391,0.723,1.5019999999999998,0.084,-0.0687,0.242,0.2097,0.4773,-0.067,-1.7790000000000001,0.759,-0.349,-1.4669999999999999,-0.0181,0.1385,-0.2796,-0.465,0.61,-0.733,-0.23199999999999998,-0.053,0.3355,0.0192,-0.361,0.09699999999999999,-0.46299999999999997,0.049,0.083,0.1965,0.122,-0.1086,0.063,-0.387,0.2186,-0.4264,-0.036000000000000004,-0.254,-0.797,-0.1812,-0.242,-0.126,-0.3282,-0.07200000000000001,-0.305,0.461,-1.662,0.157,-0.645,0.0486,0.03,-0.2274,0.0902,-0.1087,-0.3934,-0.4746,0.0779,-0.1546,0.046,0.0313,-0.7609999999999999,0.2794,-0.2197,-0.0632
20CO004,0.0905,0.45899999999999996,-0.299,-0.521,-0.159,-0.2634,1.156,0.595,0.946,0.105,-0.597,-0.9490000000000001,-0.405,0.693,-0.45899999999999996,-0.5233,-0.841,-0.414,1.085,0.5309,-0.647,-0.966,-0.8270000000000001,0.3656,-0.8340000000000001,-0.034,0.228,-0.344,0.78,0.1109,-0.728,0.3983,-0.1404,-0.42700000000000005,-2.8280000000000003,0.002,0.9157,0.2838,-0.466,1.825,0.42100000000000004,0.6559999999999999,0.1864,-0.08199999999999999,-0.4708,0.1252,-1.0979999999999999,0.593,0.11599999999999999,-2.5615,1.234,-0.4273,-0.0091,0.18600000000000003,0.1311,-0.495,0.626,0.0485,0.02,0.3455,0.2757,-0.0076,-1.9340000000000002,0.385,-0.052000000000000005,-0.9279999999999999,1.0045,0.34700000000000003,0.5348,0.0908,0.3422,0.467,0.18,-0.557,0.75,0.5,0.488,-0.26,0.574,-1.7630000000000001,0.389,-0.192,-0.215,-1.818,-0.207,-0.1459,-0.2266,-0.2873,-0.444,0.0029,-0.0281,-0.287,1.0979999999999999,0.2167,1.615,0.7,0.636,0.0761,0.023,0.2972
20CO006,-0.1212,0.515,0.1684,0.2499,0.789,0.0992,1.406,0.386,0.4373,0.565,-0.15,0.4044,0.1686,0.2428,-0.594,-0.013000000000000001,-0.3383,-0.754,0.49,-0.0285,-0.21899999999999997,-0.7170000000000001,-0.075,-0.1227,-0.81,0.257,0.14400000000000002,0.66,0.3816,-0.524,-0.361,0.273,0.542,-0.601,-1.96,-0.5,-0.2158,-0.0471,0.303,1.557,0.287,0.061,-0.44299999999999995,0.43799999999999994,-1.4880000000000002,1.3319999999999999,0.5094,0.8792,1.2770000000000001,-0.934,0.726,0.027999999999999997,-0.971,0.769,-0.534,0.3714,0.114,-0.084,-0.429,-0.1427,0.2214,0.22399999999999998,-1.963,0.05,0.0486,-0.634,0.317,0.203,-0.0232,-0.3299,1.4280000000000002,0.1798,-0.3795,-0.131,0.5379999999999999,0.084,0.0941,0.598,0.4,-1.409,0.289,-0.8390000000000001,-0.22699999999999998,-0.325,0.596,0.4932,-0.1432,-0.775,0.0666,-0.2238,-0.004,0.0475,0.1416,0.0227,0.7709999999999999,-0.0409,0.23800000000000002,0.253,0.4246,-0.1058
